net,length_um
_01752_,11.38µm
_02654_,11.38µm
_02722_,11.38µm
_04181_,11.38µm
_04216_,11.38µm
_04553_,11.38µm
_04806_,11.38µm
_00399_,11.36µm
_03715_,11.36µm
_04146_,11.36µm
_05014_,11.36µm
_00084_,11.34µm
_00702_,11.34µm
_01079_,11.34µm
_01126_,11.34µm
_02472_,11.34µm
_03108_,11.34µm
_03352_,11.34µm
_00477_,11.32µm
_02215_,11.32µm
_02840_,11.32µm
_03129_,11.32µm
_03511_,11.32µm
_05175_,11.32µm
_01290_,11.3µm
_02204_,11.3µm
_02330_,11.3µm
_03701_,11.3µm
_02086_,11.29µm
_00529_,11.28µm
_00761_,11.28µm
_01173_,11.28µm
_01475_,11.28µm
_04259_,11.28µm
_00558_,11.26µm
_01017_,11.26µm
_00002_,11.25µm
_01488_,11.25µm
A[4],11.24µm
_00036_,11.24µm
_00739_,11.24µm
_01294_,11.24µm
_04238_,11.24µm
_04085_,11.22µm
_04342_,11.22µm
_04739_,11.22µm
_01525_,11.2µm
_01823_,11.2µm
_02269_,11.2µm
_03838_,11.2µm
_04804_,11.2µm
_01811_,11.18µm
_01964_,11.18µm
_02639_,11.18µm
_03292_,11.18µm
_03504_,11.18µm
_03605_,11.18µm
_03956_,11.18µm
_05126_,11.18µm
_00015_,11.16µm
_00233_,11.16µm
_00248_,11.16µm
_01860_,11.16µm
_02284_,11.16µm
_02973_,11.16µm
_03569_,11.16µm
_03818_,11.16µm
_04488_,11.16µm
_05030_,11.16µm
B[3],11.14µm
_01104_,11.14µm
_02220_,11.125µm
_00044_,11.12µm
_00169_,11.12µm
_01588_,11.12µm
_01637_,11.12µm
_01703_,11.12µm
_05011_,11.12µm
_01818_,11.1µm
_02267_,11.1µm
_02523_,11.1µm
_02696_,11.1µm
_02767_,11.1µm
_03697_,11.1µm
_04234_,11.1µm
_05111_,11.1µm
_01441_,11.08µm
_01548_,11.08µm
_02060_,11.08µm
_04042_,11.08µm
_04126_,11.08µm
_01073_,11.075µm
_01368_,11.06µm
_02688_,11.06µm
_05302_,11.06µm
_01626_,11.055µm
_00714_,11.045µm
_01333_,11.04µm
_01887_,11.04µm
_02957_,11.04µm
_04584_,11.04µm
_04935_,11.04µm
B[5],11.02µm
_00070_,11.02µm
_02175_,11.02µm
_02309_,11.02µm
_02811_,11.02µm
_02962_,11.02µm
_04887_,11.02µm
_04693_,11.005µm
_01679_,11µm
_01790_,11µm
_01956_,11µm
_02271_,11µm
_03298_,11µm
_02633_,10.995µm
_03806_,10.98µm
_00254_,10.96µm
_00588_,10.96µm
_02200_,10.96µm
_02212_,10.96µm
_03473_,10.96µm
_04215_,10.96µm
_04573_,10.96µm
_05034_,10.96µm
_05091_,10.96µm
_05281_,10.96µm
_04401_,10.955µm
_01619_,10.94µm
_03632_,10.94µm
_04447_,10.94µm
_05231_,10.94µm
_01523_,10.92µm
_01624_,10.92µm
_03008_,10.92µm
_04109_,10.92µm
_01795_,10.9µm
_01835_,10.9µm
_03074_,10.9µm
_00112_,10.88µm
_00594_,10.88µm
_01467_,10.88µm
_01831_,10.88µm
_02876_,10.88µm
_03005_,10.88µm
_03103_,10.88µm
_03731_,10.88µm
_04782_,10.88µm
_00517_,10.86µm
_01207_,10.86µm
_00333_,10.84µm
_00775_,10.84µm
_00967_,10.84µm
_01327_,10.84µm
_01531_,10.84µm
_04564_,10.84µm
_04822_,10.84µm
_04974_,10.84µm
_00654_,10.835µm
_00774_,10.82µm
_04242_,10.82µm
_04349_,10.82µm
_05010_,10.82µm
_05259_,10.82µm
_00255_,10.8µm
_03389_,10.8µm
_05024_,10.8µm
_01332_,10.78µm
_01931_,10.78µm
_04472_,10.78µm
_00912_,10.76µm
_01226_,10.76µm
_02003_,10.76µm
_02034_,10.76µm
_02170_,10.76µm
_02570_,10.76µm
_03805_,10.76µm
_04187_,10.76µm
_00159_,10.745µm
_00453_,10.74µm
_00535_,10.74µm
_02301_,10.74µm
_02377_,10.74µm
_04327_,10.74µm
_04599_,10.74µm
_04753_,10.74µm
_00831_,10.72µm
_00932_,10.72µm
_02118_,10.72µm
_02482_,10.72µm
_04203_,10.72µm
_04457_,10.72µm
_05059_,10.72µm
_00064_,10.7µm
_00270_,10.7µm
_00284_,10.7µm
_01028_,10.7µm
_01632_,10.7µm
_01776_,10.7µm
_02558_,10.7µm
_04183_,10.7µm
_05019_,10.7µm
_05291_,10.7µm
_00622_,10.695µm
net140,10.68µm
_04487_,10.665µm
_00469_,10.66µm
_00470_,10.66µm
_01145_,10.66µm
_03815_,10.66µm
_04326_,10.66µm
_04339_,10.66µm
_04613_,10.66µm
_01905_,10.64µm
_02173_,10.64µm
_02458_,10.64µm
_02595_,10.64µm
_03565_,10.64µm
_03832_,10.64µm
_04224_,10.64µm
_04950_,10.64µm
_02380_,10.635µm
_04048_,10.635µm
_00686_,10.63µm
_00844_,10.62µm
_00945_,10.62µm
_01172_,10.62µm
_01559_,10.62µm
_01747_,10.62µm
_02244_,10.62µm
_02930_,10.62µm
_03336_,10.62µm
_03645_,10.62µm
_04310_,10.62µm
_04639_,10.62µm
_04728_,10.62µm
_04880_,10.62µm
_05065_,10.62µm
_00109_,10.6µm
_00282_,10.6µm
_00786_,10.6µm
_01363_,10.6µm
_01748_,10.6µm
_03235_,10.6µm
_04186_,10.6µm
_04630_,10.6µm
_00378_,10.58µm
_05095_,10.58µm
_01890_,10.56µm
_02079_,10.56µm
_04895_,10.55µm
_00405_,10.54µm
_01454_,10.54µm
_01718_,10.54µm
_02009_,10.54µm
_02634_,10.54µm
_02649_,10.54µm
_04099_,10.54µm
_04312_,10.54µm
_04706_,10.54µm
_02917_,10.53µm
_03165_,10.53µm
_02403_,10.52µm
_03279_,10.52µm
_03512_,10.52µm
_05303_,10.52µm
_05304_,10.52µm
_01591_,10.51µm
_00001_,10.5µm
_00244_,10.5µm
_00493_,10.5µm
_00902_,10.5µm
_01361_,10.5µm
_01593_,10.5µm
_01639_,10.5µm
_02359_,10.5µm
_03187_,10.5µm
_03414_,10.5µm
_03623_,10.5µm
_04148_,10.5µm
_05177_,10.5µm
_05236_,10.5µm
_00397_,10.48µm
_01125_,10.48µm
_03820_,10.48µm
_04026_,10.48µm
_04709_,10.46µm
_01686_,10.45µm
_00136_,10.44µm
_00351_,10.44µm
_03763_,10.44µm
_04315_,10.44µm
_00345_,10.42µm
_00393_,10.42µm
_02305_,10.42µm
_02643_,10.42µm
_02704_,10.42µm
_02897_,10.42µm
_04320_,10.42µm
_04322_,10.42µm
_05226_,10.42µm
_05279_,10.42µm
_00939_,10.4µm
_01515_,10.4µm
_01941_,10.4µm
_02266_,10.4µm
_03306_,10.4µm
_01239_,10.38µm
_01300_,10.38µm
_01425_,10.38µm
_01928_,10.38µm
_02584_,10.38µm
_02715_,10.38µm
_02952_,10.38µm
_03024_,10.38µm
_00520_,10.36µm
_02544_,10.36µm
_02913_,10.36µm
_05216_,10.36µm
_01225_,10.34µm
_01246_,10.34µm
_02286_,10.34µm
A[2],10.32µm
A[7],10.32µm
B[20],10.32µm
B[21],10.32µm
B[23],10.32µm
_00479_,10.32µm
_00695_,10.3µm
_00802_,10.3µm
_01461_,10.3µm
_01696_,10.3µm
_03153_,10.3µm
_03231_,10.3µm
_03750_,10.3µm
_04096_,10.3µm
_04525_,10.3µm
_05114_,10.3µm
_00301_,10.28µm
_01808_,10.28µm
_02230_,10.28µm
_02896_,10.28µm
_02983_,10.28µm
_03002_,10.28µm
_03053_,10.28µm
_03324_,10.28µm
_03695_,10.28µm
_04032_,10.28µm
_04043_,10.28µm
_04930_,10.28µm
_05172_,10.28µm
_00175_,10.26µm
_01765_,10.26µm
_02563_,10.26µm
_03067_,10.26µm
_00144_,10.24µm
_02387_,10.24µm
_03232_,10.24µm
_03955_,10.24µm
_04227_,10.24µm
_04300_,10.24µm
_02535_,10.22µm
_04772_,10.22µm
_00356_,10.2µm
_01261_,10.2µm
_03507_,10.2µm
_04963_,10.2µm
_00585_,10.18µm
_00600_,10.18µm
_01631_,10.18µm
_02818_,10.18µm
_04883_,10.18µm
_01689_,10.16µm
_03764_,10.16µm
_04583_,10.16µm
_00319_,10.145µm
_01055_,10.14µm
_02761_,10.14µm
_01725_,10.12µm
_04170_,10.12µm
_04841_,10.12µm
_05040_,10.12µm
_00657_,10.08µm
_00670_,10.08µm
_00823_,10.08µm
_01065_,10.08µm
_02931_,10.08µm
_03184_,10.08µm
_03273_,10.08µm
_03498_,10.08µm
_04607_,10.08µm
net70,10.08µm
_01316_,10.06µm
_02941_,10.06µm
_03427_,10.06µm
_03633_,10.06µm
_03938_,10.06µm
_04022_,10.06µm
_00651_,10.04µm
_01926_,10.04µm
_02142_,10.04µm
_02384_,10.04µm
_02485_,10.04µm
_02550_,10.04µm
_02870_,10.04µm
_03049_,10.04µm
_03521_,10.04µm
_03839_,10.04µm
_04410_,10.04µm
_04642_,10.04µm
_05109_,10.04µm
_01635_,10.02µm
_04695_,10.02µm
_04958_,10.02µm
_01076_,10µm
_01728_,10µm
_03758_,10µm
_04805_,10µm
_00869_,9.96µm
_00879_,9.96µm
_00987_,9.96µm
_02137_,9.96µm
_02148_,9.96µm
_02389_,9.96µm
_02625_,9.96µm
_02658_,9.96µm
_03173_,9.96µm
_03660_,9.96µm
_03843_,9.96µm
_04031_,9.96µm
_00029_,9.94µm
_00218_,9.94µm
_00269_,9.94µm
_01566_,9.94µm
_02934_,9.94µm
_03544_,9.94µm
_03614_,9.94µm
_04093_,9.94µm
_04278_,9.94µm
_04371_,9.94µm
_01400_,9.92µm
_01683_,9.92µm
_04019_,9.92µm
_04028_,9.92µm
_04730_,9.92µm
_00060_,9.9µm
_01298_,9.9µm
_01430_,9.9µm
_03457_,9.9µm
_04984_,9.9µm
C[52],9.88µm
_00278_,9.88µm
_01087_,9.88µm
_03458_,9.88µm
A[3],9.86µm
_01618_,9.86µm
_01912_,9.86µm
_00004_,9.84µm
_01518_,9.84µm
_01677_,9.84µm
_02521_,9.84µm
_02750_,9.84µm
_03088_,9.84µm
_03786_,9.84µm
_04811_,9.84µm
_00968_,9.82µm
_01947_,9.82µm
_02329_,9.82µm
_02401_,9.82µm
_02432_,9.82µm
_02520_,9.82µm
_02600_,9.82µm
_02781_,9.82µm
_02961_,9.82µm
_03942_,9.82µm
_04394_,9.82µm
net158,9.82µm
_00788_,9.8µm
_01141_,9.8µm
_01265_,9.8µm
_01768_,9.8µm
_02775_,9.8µm
_02954_,9.8µm
_03090_,9.8µm
_04267_,9.8µm
_00045_,9.78µm
_00075_,9.78µm
_00336_,9.78µm
_00957_,9.78µm
_00991_,9.78µm
_01948_,9.78µm
_02515_,9.78µm
_02990_,9.78µm
_03057_,9.78µm
_03188_,9.78µm
_03799_,9.78µm
_05225_,9.78µm
_01893_,9.76µm
_02724_,9.76µm
_00527_,9.74µm
net153,9.74µm
_00619_,9.72µm
_00799_,9.72µm
_01237_,9.72µm
_01423_,9.72µm
_01708_,9.72µm
_02104_,9.72µm
_02313_,9.72µm
_02871_,9.72µm
_02909_,9.72µm
_02967_,9.72µm
_04943_,9.72µm
_00055_,9.7µm
_00563_,9.7µm
_00797_,9.7µm
_01878_,9.7µm
_01902_,9.7µm
_02217_,9.7µm
_02331_,9.7µm
_03332_,9.7µm
_03745_,9.7µm
_04808_,9.7µm
_05135_,9.7µm
_02560_,9.68µm
_04474_,9.68µm
_05032_,9.68µm
_00832_,9.67µm
_01275_,9.66µm
_04572_,9.66µm
_04557_,9.655µm
_01877_,9.645µm
A[28],9.64µm
A[31],9.64µm
C[28],9.64µm
C[29],9.64µm
C[30],9.64µm
C[31],9.64µm
C[32],9.64µm
C[33],9.64µm
C[36],9.64µm
C[37],9.64µm
_01491_,9.64µm
_02375_,9.64µm
_05121_,9.64µm
_00025_,9.62µm
_00956_,9.62µm
_01774_,9.62µm
_02382_,9.62µm
_02729_,9.62µm
_03825_,9.62µm
_03974_,9.62µm
_04182_,9.62µm
_04464_,9.62µm
_04674_,9.62µm
_04846_,9.62µm
_05294_,9.62µm
_01825_,9.6µm
_02239_,9.6µm
_02903_,9.6µm
_03471_,9.6µm
_04749_,9.6µm
_05009_,9.6µm
_03780_,9.595µm
_01565_,9.585µm
_00882_,9.58µm
_01891_,9.58µm
_01920_,9.58µm
_02105_,9.58µm
_02748_,9.58µm
_02868_,9.58µm
_04793_,9.58µm
_05125_,9.58µm
_03409_,9.56µm
_00024_,9.55µm
_00120_,9.55µm
_01153_,9.54µm
_01833_,9.54µm
_02122_,9.54µm
A[6],9.52µm
B[18],9.52µm
B[22],9.52µm
_03725_,9.52µm
_00068_,9.51µm
_00441_,9.5µm
_01338_,9.5µm
_02783_,9.5µm
_03300_,9.5µm
_03967_,9.5µm
_04101_,9.5µm
_02393_,9.495µm
_00034_,9.48µm
_00475_,9.48µm
_02261_,9.48µm
_02499_,9.48µm
_02826_,9.48µm
_03417_,9.48µm
_04105_,9.48µm
_04413_,9.48µm
_04261_,9.475µm
_00161_,9.46µm
_00911_,9.46µm
_01157_,9.46µm
_01985_,9.46µm
_02315_,9.46µm
_03646_,9.46µm
_03768_,9.46µm
_04179_,9.46µm
_04493_,9.46µm
_04896_,9.46µm
_04976_,9.46µm
_03983_,9.45µm
_00153_,9.44µm
_00985_,9.44µm
_01160_,9.44µm
_01966_,9.44µm
_02759_,9.44µm
_03030_,9.44µm
_03496_,9.44µm
_03904_,9.44µm
_04375_,9.44µm
_04504_,9.44µm
_04905_,9.44µm
C[45],9.43µm
C[60],9.42µm
_01244_,9.42µm
_01550_,9.42µm
_02695_,9.42µm
_04253_,9.42µm
A[1],9.4µm
A[5],9.4µm
_01278_,9.4µm
_01596_,9.4µm
_01824_,9.4µm
_03065_,9.4µm
_03104_,9.4µm
_00431_,9.38µm
_00718_,9.38µm
_01034_,9.38µm
_01579_,9.38µm
_01938_,9.38µm
_04003_,9.38µm
_04724_,9.38µm
_04781_,9.38µm
_02741_,9.365µm
_00480_,9.36µm
_00505_,9.36µm
_00907_,9.36µm
_00990_,9.36µm
_01151_,9.36µm
_01567_,9.36µm
_01869_,9.36µm
_02701_,9.36µm
_02849_,9.36µm
_02858_,9.36µm
_02991_,9.36µm
_03322_,9.36µm
_03540_,9.36µm
_03571_,9.36µm
_03627_,9.36µm
_03719_,9.36µm
_04258_,9.36µm
_04376_,9.36µm
_04575_,9.36µm
_04865_,9.36µm
_04908_,9.36µm
_00053_,9.35µm
_04159_,9.335µm
_00500_,9.32µm
_01952_,9.32µm
_04219_,9.32µm
_05130_,9.32µm
_05139_,9.32µm
_05185_,9.32µm
_03062_,9.31µm
_02070_,9.3µm
_02128_,9.3µm
_02668_,9.3µm
_04873_,9.285µm
_00347_,9.28µm
_00432_,9.28µm
_01405_,9.28µm
_01496_,9.28µm
_01955_,9.28µm
_02706_,9.28µm
_03563_,9.28µm
_04155_,9.28µm
_04274_,9.28µm
_04875_,9.28µm
_05026_,9.28µm
_00375_,9.26µm
_00436_,9.26µm
_01272_,9.26µm
_02372_,9.26µm
_02582_,9.26µm
_02839_,9.26µm
_02850_,9.26µm
_03425_,9.26µm
_03624_,9.26µm
_05049_,9.26µm
_05086_,9.26µm
_01015_,9.25µm
_04559_,9.25µm
_00110_,9.24µm
_01026_,9.24µm
_01793_,9.24µm
_01963_,9.24µm
_01997_,9.24µm
_02147_,9.24µm
_02455_,9.24µm
_02604_,9.24µm
_02803_,9.24µm
_02829_,9.24µm
_03431_,9.24µm
_03459_,9.24µm
_03676_,9.24µm
_04418_,9.24µm
_04681_,9.24µm
_04755_,9.24µm
_00416_,9.22µm
_04554_,9.22µm
C[47],9.21µm
_01474_,9.2µm
_03810_,9.2µm
_00057_,9.195µm
B[4],9.18µm
C[34],9.18µm
C[35],9.18µm
_01183_,9.18µm
_01706_,9.18µm
_04632_,9.18µm
_04962_,9.18µm
_00102_,9.16µm
_00507_,9.16µm
_01733_,9.16µm
_02559_,9.16µm
_02626_,9.16µm
_04165_,9.16µm
_04778_,9.16µm
_04820_,9.16µm
_05038_,9.16µm
_01318_,9.14µm
_01407_,9.14µm
_05199_,9.14µm
_00503_,9.12µm
_00589_,9.12µm
_01095_,9.12µm
_01176_,9.12µm
_01584_,9.12µm
_03237_,9.12µm
_03551_,9.12µm
_04398_,9.12µm
_05211_,9.12µm
_05254_,9.12µm
_00243_,9.1µm
_02296_,9.095µm
_00184_,9.08µm
_01829_,9.08µm
_03469_,9.08µm
_03802_,9.08µm
_02705_,9.065µm
_01836_,9.06µm
_00069_,9.04µm
_00655_,9.04µm
_01070_,9.04µm
_01254_,9.04µm
_01420_,9.04µm
_02007_,9.04µm
_02700_,9.04µm
_02827_,9.04µm
_03142_,9.04µm
_03318_,9.04µm
_03444_,9.04µm
_04041_,9.04µm
_04429_,9.04µm
_04653_,9.04µm
_00567_,9.02µm
_00865_,9.02µm
_01431_,9.02µm
_01562_,9.02µm
_01827_,9.02µm
_03035_,9.02µm
_03116_,9.02µm
_04620_,9.02µm
_04757_,9.02µm
_05195_,9.02µm
_00533_,9µm
_01536_,9µm
_02229_,9µm
_02848_,9µm
_03310_,9µm
_01379_,8.98µm
_02683_,8.98µm
_03876_,8.98µm
_02363_,8.97µm
_03164_,8.97µm
C[10],8.96µm
C[11],8.96µm
C[48],8.96µm
C[49],8.96µm
C[51],8.96µm
C[53],8.96µm
C[54],8.96µm
C[55],8.96µm
C[56],8.96µm
C[57],8.96µm
C[58],8.96µm
C[59],8.96µm
C[5],8.96µm
C[62],8.96µm
C[63],8.96µm
C[6],8.96µm
C[7],8.96µm
C[8],8.96µm
C[9],8.96µm
_00536_,8.96µm
_01105_,8.96µm
_02291_,8.96µm
_02572_,8.96µm
_04591_,8.96µm
_04655_,8.96µm
_04813_,8.96µm
_00005_,8.94µm
_01035_,8.94µm
_04208_,8.94µm
_02410_,8.93µm
_00095_,8.92µm
_00209_,8.92µm
_00816_,8.92µm
_01147_,8.92µm
_02056_,8.92µm
_02687_,8.92µm
_02760_,8.92µm
_03751_,8.92µm
_01119_,8.905µm
_00116_,8.9µm
_00482_,8.9µm
_00733_,8.9µm
_00961_,8.9µm
_01493_,8.9µm
_02684_,8.9µm
_03031_,8.9µm
_03320_,8.9µm
_03404_,8.9µm
_03412_,8.9µm
_03416_,8.9µm
_03428_,8.9µm
_03460_,8.9µm
_04184_,8.9µm
_04204_,8.9µm
_04957_,8.9µm
_00581_,8.88µm
_01976_,8.88µm
_02236_,8.88µm
_03178_,8.88µm
_03289_,8.88µm
_03350_,8.88µm
_04555_,8.865µm
_00065_,8.86µm
_00366_,8.86µm
_03385_,8.86µm
_03602_,8.86µm
A[19],8.84µm
A[24],8.84µm
A[25],8.84µm
A[29],8.84µm
B[6],8.84µm
B[7],8.84µm
_02030_,8.84µm
_02074_,8.84µm
_03662_,8.83µm
_00106_,8.82µm
_00509_,8.82µm
_01451_,8.82µm
_01546_,8.82µm
_01605_,8.82µm
_01943_,8.82µm
_02552_,8.82µm
_03249_,8.82µm
_03871_,8.82µm
_03946_,8.82µm
_03949_,8.82µm
_04443_,8.82µm
_04549_,8.82µm
_00587_,8.8µm
_00930_,8.8µm
_01613_,8.8µm
_02159_,8.8µm
_02602_,8.8µm
_02766_,8.8µm
_02804_,8.8µm
_02819_,8.8µm
_03096_,8.8µm
_03959_,8.8µm
_04786_,8.8µm
_01354_,8.78µm
_01414_,8.78µm
_02328_,8.78µm
_02494_,8.78µm
_03000_,8.78µm
_03201_,8.78µm
_03224_,8.78µm
_03251_,8.78µm
_03309_,8.78µm
_03370_,8.78µm
_03445_,8.78µm
_03779_,8.78µm
_03783_,8.78µm
_04348_,8.78µm
_04842_,8.78µm
_04920_,8.78µm
_00620_,8.76µm
_00976_,8.76µm
_01494_,8.76µm
_01691_,8.76µm
_05212_,8.76µm
_01983_,8.75µm
_00920_,8.74µm
_03230_,8.74µm
A[20],8.72µm
A[21],8.72µm
A[22],8.72µm
A[23],8.72µm
A[26],8.72µm
A[27],8.72µm
A[30],8.72µm
B[0],8.72µm
B[1],8.72µm
_00648_,8.72µm
_02032_,8.72µm
_00273_,8.7µm
_00409_,8.7µm
_01049_,8.7µm
_03448_,8.7µm
_03607_,8.7µm
_03721_,8.7µm
_04272_,8.7µm
_04393_,8.7µm
_01577_,8.68µm
_05107_,8.68µm
_00276_,8.66µm
_00350_,8.66µm
_00501_,8.66µm
_00727_,8.66µm
_00853_,8.66µm
_01313_,8.66µm
_02495_,8.66µm
_03204_,8.66µm
_05060_,8.66µm
_05285_,8.66µm
_00631_,8.64µm
_03084_,8.62µm
_04392_,8.62µm
_00353_,8.6µm
_03157_,8.6µm
_00016_,8.58µm
_00821_,8.58µm
_02280_,8.58µm
_03068_,8.58µm
_03842_,8.58µm
_04819_,8.58µm
_05272_,8.58µm
_04711_,8.57µm
_00063_,8.56µm
_00421_,8.56µm
_00901_,8.56µm
_01886_,8.56µm
_02022_,8.56µm
_02623_,8.56µm
_03680_,8.56µm
_03718_,8.56µm
_00623_,8.54µm
_02077_,8.54µm
_02549_,8.54µm
_03028_,8.54µm
_03405_,8.54µm
_03620_,8.54µm
_05039_,8.54µm
_05041_,8.54µm
_00162_,8.52µm
_01775_,8.52µm
_02616_,8.52µm
_02680_,8.52µm
_02779_,8.52µm
_04934_,8.52µm
C[50],8.5µm
C[61],8.5µm
_01374_,8.5µm
_01879_,8.5µm
_03684_,8.5µm
_04925_,8.5µm
_02719_,8.485µm
_04948_,8.485µm
_01080_,8.48µm
_01097_,8.48µm
_01118_,8.48µm
_03083_,8.48µm
_03233_,8.48µm
_04334_,8.48µm
_04665_,8.48µm
_04712_,8.48µm
_05186_,8.48µm
_01021_,8.46µm
_01078_,8.46µm
_01370_,8.46µm
_01382_,8.46µm
_01602_,8.46µm
_02171_,8.46µm
_02272_,8.46µm
_02306_,8.46µm
_03012_,8.46µm
_03664_,8.46µm
_04201_,8.46µm
_01385_,8.445µm
_00093_,8.44µm
_00528_,8.44µm
_00650_,8.44µm
_00812_,8.44µm
_00852_,8.44µm
_01088_,8.44µm
_01263_,8.44µm
_01444_,8.44µm
_01915_,8.44µm
_01971_,8.44µm
_02123_,8.44µm
_03124_,8.44µm
_03220_,8.44µm
_03295_,8.44µm
_04886_,8.44µm
_05192_,8.44µm
_02158_,8.42µm
_02376_,8.42µm
_03284_,8.42µm
_04688_,8.42µm
_02433_,8.41µm
_03089_,8.41µm
_00051_,8.4µm
_02257_,8.4µm
_03397_,8.4µm
_03868_,8.4µm
_04673_,8.4µm
_05247_,8.4µm
_00645_,8.38µm
_02872_,8.38µm
_03344_,8.38µm
_03584_,8.38µm
_00291_,8.36µm
_00605_,8.36µm
_00762_,8.36µm
_00763_,8.36µm
_01256_,8.36µm
_01303_,8.36µm
_01615_,8.36µm
_01988_,8.36µm
_02180_,8.36µm
_02195_,8.36µm
_02946_,8.36µm
_03180_,8.36µm
_04110_,8.36µm
_04212_,8.36µm
_04490_,8.36µm
_05224_,8.36µm
_05264_,8.355µm
_00039_,8.34µm
_00424_,8.34µm
_00532_,8.34µm
_03423_,8.34µm
_03455_,8.34µm
_03675_,8.34µm
_04052_,8.34µm
_05036_,8.34µm
_05073_,8.34µm
_00281_,8.32µm
_00465_,8.32µm
_00959_,8.32µm
_01022_,8.32µm
_01365_,8.32µm
_01653_,8.32µm
_01949_,8.32µm
_01965_,8.32µm
_02288_,8.32µm
_02566_,8.32µm
_02959_,8.32µm
_03312_,8.32µm
_03683_,8.32µm
_04016_,8.32µm
_04758_,8.32µm
_04894_,8.32µm
_04960_,8.32µm
_00758_,8.3µm
_03143_,8.3µm
_04077_,8.3µm
_02406_,8.29µm
B[2],8.26µm
_02145_,8.26µm
_04448_,8.26µm
_01342_,8.24µm
_01568_,8.24µm
_02001_,8.24µm
_02098_,8.24µm
_02240_,8.24µm
_02541_,8.24µm
_02793_,8.24µm
_03275_,8.24µm
_03529_,8.24µm
_03686_,8.24µm
_03875_,8.24µm
_03990_,8.24µm
_04038_,8.24µm
_04173_,8.24µm
_04174_,8.24µm
_04246_,8.24µm
_04255_,8.24µm
_04266_,8.24µm
_04279_,8.24µm
_04306_,8.24µm
_04690_,8.24µm
_04470_,8.23µm
_00875_,8.22µm
_01826_,8.22µm
_01848_,8.22µm
_04696_,8.22µm
_04902_,8.22µm
_00699_,8.2µm
_01652_,8.2µm
_02497_,8.2µm
_02548_,8.2µm
_03134_,8.2µm
_03688_,8.2µm
_03765_,8.2µm
_04812_,8.2µm
_04956_,8.2µm
_05064_,8.2µm
_05176_,8.2µm
_00638_,8.18µm
_01135_,8.18µm
_04637_,8.18µm
_01282_,8.16µm
_02423_,8.16µm
_03179_,8.16µm
_05103_,8.16µm
_04017_,8.15µm
_04265_,8.14µm
_01161_,8.125µm
_00067_,8.12µm
_00425_,8.12µm
_00687_,8.12µm
_00803_,8.12µm
_00817_,8.12µm
_00840_,8.12µm
_02110_,8.12µm
_02304_,8.12µm
_02405_,8.12µm
_02755_,8.12µm
_02907_,8.12µm
_03682_,8.12µm
_05043_,8.12µm
_00097_,8.105µm
_01252_,8.1µm
_01473_,8.1µm
_01495_,8.1µm
_02164_,8.1µm
_02320_,8.1µm
_03331_,8.1µm
_03484_,8.1µm
_03693_,8.1µm
_03900_,8.1µm
_03950_,8.1µm
_04103_,8.1µm
_04365_,8.1µm
_04615_,8.1µm
_05270_,8.1µm
_02395_,8.09µm
_00701_,8.08µm
_01082_,8.08µm
_04439_,8.08µm
_04784_,8.08µm
_04924_,8.08µm
_00174_,8.07µm
_00766_,8.06µm
_02415_,8.06µm
_02776_,8.06µm
_02965_,8.06µm
_04144_,8.06µm
_04336_,8.06µm
_04427_,8.06µm
_00843_,8.04µm
_01991_,8.04µm
_02339_,8.04µm
_02911_,8.04µm
_03442_,8.04µm
_03583_,8.04µm
_05123_,8.04µm
_00573_,8.02µm
_01276_,8.02µm
_02006_,8.02µm
_02103_,8.02µm
_02421_,8.02µm
_02534_,8.02µm
_02786_,8.02µm
_02863_,8.02µm
_03131_,8.02µm
_04419_,8.02µm
_00580_,8µm
_00914_,8µm
_02617_,8µm
_02651_,8µm
_03429_,8µm
_03854_,8µm
_03978_,8µm
_04116_,8µm
_04729_,8µm
_04993_,8µm
_05028_,8µm
_05277_,8µm
_03590_,7.985µm
_00160_,7.98µm
_00676_,7.98µm
_01132_,7.98µm
_01267_,7.98µm
_01418_,7.98µm
_01843_,7.98µm
_01919_,7.98µm
_02824_,7.98µm
_03080_,7.98µm
_03280_,7.98µm
_03494_,7.98µm
_03707_,7.98µm
_04851_,7.98µm
_00260_,7.96µm
_01821_,7.96µm
_00390_,7.94µm
_01218_,7.94µm
_01669_,7.94µm
_03186_,7.94µm
_04878_,7.94µm
_01177_,7.92µm
_01390_,7.92µm
_01797_,7.92µm
_02139_,7.92µm
_04683_,7.92µm
_05219_,7.92µm
_00862_,7.905µm
_00108_,7.9µm
_00166_,7.9µm
_01416_,7.9µm
_01676_,7.9µm
_01756_,7.9µm
_01977_,7.9µm
_02430_,7.9µm
_04237_,7.9µm
_04682_,7.9µm
_04850_,7.9µm
_05183_,7.9µm
_05197_,7.9µm
_03730_,7.89µm
_04501_,7.885µm
_00538_,7.88µm
_00904_,7.88µm
_01020_,7.88µm
_01810_,7.88µm
_04496_,7.88µm
_05092_,7.88µm
_04795_,7.865µm
_00230_,7.86µm
_01019_,7.86µm
_01502_,7.86µm
_02736_,7.86µm
_02953_,7.86µm
_03145_,7.86µm
_04097_,7.86µm
_04280_,7.86µm
_05160_,7.86µm
_03033_,7.84µm
_03210_,7.84µm
_04541_,7.84µm
_00043_,7.82µm
_01220_,7.81µm
_00668_,7.8µm
_00942_,7.8µm
_02606_,7.8µm
net154,7.8µm
C[21],7.79µm
_00374_,7.78µm
_00454_,7.78µm
